ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup_Number	IUCN_Subgroup	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Participant_Knowledge_Avg	Participant_Knowledge_Med	Participant_Knowledge_AvgxHDI	Participant_Knowledge_MedxHDI	Year
2134	MY-RSP	Factor	3	Industrial_production-related_factors	NA	NA	2	4	4	1	4	4	2	2	1	2	12	3	3	2	5	2.74	3	2.16	2.37	2015
2135	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	4	4	4	1	4	4	2	2	1	2	12	3	3	2	5	2.74	3	2.16	2.37	2015
2136	MY-RSP	Factor	6	Natural_factors	NA	NA	4	4	4	2	4	3	4	1	1	1	12	3	4	1	5	2.74	3	2.16	2.37	2015
2137	MY-RSP	Factor	5	Institutional_factors	NA	NA	4	3	4	4	4	3	2	3	3	3	12	3	2	2	5	2.74	3	2.16	2.37	2015
2138	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	2	4	1	4	3	3	1	2	2	12	3	3	1	5	2.74	3	2.16	2.37	2015
2139	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	4	4	1	4	3	2	3	3	3	12	3	3	1	5	2.74	3	2.16	2.37	2015
2140	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	2	4	3	4	3	2	3	2	3	12	3	3	1	5	2.74	3	2.16	2.37	2015
2141	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	4	4	1	4	3	4	1	1	1	12	3	3	1	5	2.74	3	2.16	2.37	2015
2142	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	4	4	1	4	3	1	4	4	4	12	3	3	1	5	2.74	3	2.16	2.37	2015
2143	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	4	2	1	3	3	2	4	4	4	12	3	3	1	5	2.74	3	2.16	2.37	2015
2144	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	3	4	4	1	4	4	2	1	3	2	12	3	2	1	5	2.74	3	2.16	2.37	2015
2145	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	4	3	1	3	3	3	2	3	3	12	3	3	1	5	2.74	3	2.16	2.37	2015
2146	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	1	4	4	1	4	2	4	2	1	2	12	3	3	2	5	2.74	3	2.16	2.37	2015
2147	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	3	4	4	4	3	4	1	1	1	12	3	3	2	5	2.74	3	2.16	2.37	2015
2148	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	3	4	1	4	3	4	1	1	1	12	3	3	1	5	2.74	3	2.16	2.37	2015
2149	MY-RSP	Factor	5	Institutional_factors	NA	NA	2	3	4	4	4	3	4	1	1	1	12	3	3	2	5	2.74	3	2.16	2.37	2015
2150	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	3	4	4	2	4	3	3	3	3	3	13	3	2	2	4	2.74	3	2.16	2.37	2015
2151	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	4	4	4	1	4	3	4	2	2	2	13	3	3	1	4	2.74	3	2.16	2.37	2015
2152	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	3	4	4	1	4	3	4	1	2	2	13	3	3	3	4	2.74	3	2.16	2.37	2015
2153	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	2	4	4	2	4	3	3	3	2	3	13	3	4	2	4	2.74	3	2.16	2.37	2015
2154	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	3	4	1	4	3	4	3	1	2	13	3	3	1	4	2.74	3	2.16	2.37	2015
2155	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	3	4	4	1	4	4	2	3	2	3	13	3	2	1	4	2.74	3	2.16	2.37	2015
2156	MY-RSP	Factor	5	Institutional_factors	NA	NA	4	4	4	4	4	3	2	4	4	4	13	3	4	2	4	2.74	3	2.16	2.37	2015
2157	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	2	3	1	3	4	4	2	1	2	13	3	2	1	4	2.74	3	2.16	2.37	2015
2158	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	1	4	1	4	3	4	3	1	2	13	3	1	1	4	2.74	3	2.16	2.37	2015
2159	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	4	4	1	4	3	4	1	3	2	13	3	4	2	4	2.74	3	2.16	2.37	2015
2160	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	4	4	4	1	4	4	2	2	4	3	13	3	2	2	4	2.74	3	2.16	2.37	2015
2161	MY-RSP	Factor	2	Governance-related_factors	NA	NA	2	3	3	4	3	3	4	3	2	3	13	3	3	2	4	2.74	3	2.16	2.37	2015
2162	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	4	4	1	4	3	3	3	2	3	13	3	3	1	4	2.74	3	2.16	2.37	2015
2163	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	4	3	1	4	3	4	2	1	2	13	3	2	2	4	2.74	3	2.16	2.37	2015
2164	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	4	1	4	3	3	3	2	3	13	3	3	1	4	2.74	3	2.16	2.37	2015
2165	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	4	3	4	1	4	3	3	3	2	3	13	3	2	2	4	2.74	3	2.16	2.37	2015
2166	MY-RSP	Factor	4	Infrastructure-related_factors	NA	NA	1	4	4	1	4	3	4	2	2	2	13	3	3	1	4	2.74	3	2.16	2.37	2015
2167	MY-RSP	Factor	4	Infrastructure-related_factors	NA	NA	1	2	4	1	3	4	3	3	2	3	13	3	3	2	4	2.74	3	2.16	2.37	2015
2168	MY-RSP	Factor	2	Governance-related_factors	NA	NA	3	4	3	3	4	4	3	2	2	2	13	3	3	3	4	2.74	3	2.16	2.37	2015
2169	MY-RSP	Factor	4	Infrastructure-related_factors	NA	NA	4	4	4	2	4	3	2	4	3	4	13	3	3	2	4	2.74	3	2.16	2.37	2015
2170	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	4	3	4	3	4	4	3	3	2	3	14	4	4	2	3	2.74	3	2.16	2.37	2015
2171	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	2	4	1	3	4	4	2	4	3	14	4	4	1	3	2.74	3	2.16	2.37	2015
2172	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	4	1	4	3	4	3	2	3	14	4	3	2	3	2.74	3	2.16	2.37	2015
2173	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	4	3	1	4	3	4	3	3	3	14	4	3	3	3	2.74	3	2.16	2.37	2015
2174	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	4	4	4	4	3	3	4	4	4	14	4	3	1	3	2.74	3	2.16	2.37	2015
2175	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	4	4	4	1	4	4	4	2	1	2	14	4	3	1	3	2.74	3	2.16	2.37	2015
2176	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	2	4	4	1	4	3	4	3	3	3	14	4	4	2	3	2.74	3	2.16	2.37	2015
2177	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	2	4	1	4	4	4	2	2	2	14	4	3	2	3	2.74	3	2.16	2.37	2015
2178	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	3	4	1	4	4	2	4	3	4	14	4	3	1	3	2.74	3	2.16	2.37	2015
2179	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	3	3	1	3	3	4	4	4	4	14	4	3	1	3	2.74	3	2.16	2.37	2015
2180	MY-RSP	Factor	5	Institutional_factors	NA	NA	4	4	4	4	4	3	3	3	4	4	14	4	3	1	3	2.74	3	2.16	2.37	2015
2181	MY-RSP	Factor	5	Institutional_factors	NA	NA	3	4	4	4	4	3	3	4	3	4	14	4	3	2	3	2.74	3	2.16	2.37	2015
2182	MY-RSP	Factor	5	Institutional_factors	NA	NA	4	3	3	4	4	4	4	1	2	2	14	4	3	2	3	2.74	3	2.16	2.37	2015
2183	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	3	4	4	1	4	4	4	2	2	2	14	4	4	3	3	2.74	3	2.16	2.37	2015
2184	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	4	4	4	4	4	4	4	1	2	2	14	4	3	4	3	2.74	3	2.16	2.37	2015
2185	MY-RSP	Factor	9	Socio-economic_factors	NA	NA	4	4	4	2	4	4	3	4	4	4	15	4	2	1	2	2.74	3	2.16	2.37	2015
2186	MY-RSP	Factor	4	Infrastructure-related_factors	NA	NA	4	4	4	1	4	4	4	3	2	3	15	4	2	1	2	2.74	3	2.16	2.37	2015
2187	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	2	4	3	1	3	4	4	4	4	4	15	4	2	2	2	2.74	3	2.16	2.37	2015
2188	MY-RSP	Factor	8	Socio-cultural_factors	NA	NA	4	4	4	1	4	4	4	3	2	3	15	4	2	1	2	2.74	3	2.16	2.37	2015
2189	MY-RSP	Factor	1	Demographic_factors	NA	NA	4	4	4	1	4	4	4	3	2	3	15	4	4	1	2	2.74	3	2.16	2.37	2015
2190	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	4	1	4	1	4	4	4	3	2	3	15	4	3	1	2	2.74	3	2.16	2.37	2015
2191	MY-RSP	Factor	6	Natural_factors	NA	NA	4	4	4	2	4	3	4	4	4	4	15	4	4	1	2	2.74	3	2.16	2.37	2015
2192	MY-RSP	Factor	1	Demographic_factors	NA	NA	3	4	4	1	4	4	4	3	2	3	15	4	4	1	2	2.74	3	2.16	2.37	2015
2193	MY-RSP	Factor	2	Governance-related_factors	NA	NA	3	4	4	3	4	4	4	4	4	4	16	4	3	2	1	2.74	3	2.16	2.37	2015
2194	NA-MNY	Stress	8	Network	8.1	Changed_distribution_and_connectivity_of_ecosystems	NA	NA	NA	1	2	2	1	NA	NA	NA	5	1	4	1	7	1.28	1	0.82	0.64	2015
2195	NA-MNY	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	NA	NA	NA	3	3	2	1	NA	NA	NA	6	1	2	1	6	1.28	1	0.82	0.64	2015
2196	NA-MNY	Stress	9	Species_specific_key_attributes	9.1	Changed_physiology_and_behavior_of_individuals	NA	NA	NA	1	4	2	1	NA	NA	NA	7	2	4	2	5	1.28	1	0.82	0.64	2015
2197	NA-MNY	Stress	9	Species_specific_key_attributes	9.1	Changed_physiology_and_behavior_of_individuals	NA	NA	NA	1	2	2	3	NA	NA	NA	7	2	2	1	5	1.28	1	0.82	0.64	2015
2198	NA-MNY	Stress	10	Energy,_matter_and_water_efficiency_of_ecosystems	10.1	Changed_energy_efficiency	NA	NA	NA	1	4	2	1	NA	NA	NA	7	2	4	2	5	1.28	1	0.82	0.64	2015
2199	NA-MNY	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	NA	NA	NA	1	1	2	4	NA	NA	NA	7	2	4	1	5	1.28	1	0.82	0.64	2015
2200	NA-MNY	Stress	2	Atmosphere	2.3	Changed_weather_and_local_climate_conditions	NA	NA	NA	1	1	2	4	NA	NA	NA	7	2	4	1	5	1.28	1	0.82	0.64	2015
2201	NA-MNY	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	NA	NA	NA	1	4	3	1	NA	NA	NA	8	2	4	1	4	1.28	1	0.82	0.64	2015
2202	NA-MNY	Stress	6	Biomass	6.1	Changed_primary_production	NA	NA	NA	1	3	2	3	NA	NA	NA	8	2	4	1	4	1.28	1	0.82	0.64	2015
2203	NA-MNY	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	NA	NA	NA	1	1	3	4	NA	NA	NA	8	2	4	1	4	1.28	1	0.82	0.64	2015
2204	NA-MNY	Stress	9	Species_specific_key_attributes	9.1	Changed_physiology_and_behavior_of_individuals	NA	NA	NA	1	4	3	2	NA	NA	NA	9	3	2	1	3	1.28	1	0.82	0.64	2015
2205	NA-MNY	Stress	9	Species_specific_key_attributes	9.1	Changed_physiology_and_behavior_of_individuals	NA	NA	NA	1	3	2	4	NA	NA	NA	9	3	4	1	3	1.28	1	0.82	0.64	2015
2206	NA-MNY	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	NA	NA	NA	1	2	3	4	NA	NA	NA	9	3	1	1	3	1.28	1	0.82	0.64	2015
2207	NA-MNY	Stress	6	Biomass	6.2	Changed_above_ground_biomass	NA	NA	NA	1	4	2	4	NA	NA	NA	10	3	3	1	2	1.28	1	0.82	0.64	2015
2208	NA-MNY	Stress	6	Biomass	6.1	Changed_primary_production	NA	NA	NA	1	3	3	4	NA	NA	NA	10	3	4	1	2	1.28	1	0.82	0.64	2015
2209	NA-MNY	Stress	2	Atmosphere	2.3	Changed_weather_and_local_climate_conditions	NA	NA	NA	1	4	4	3	NA	NA	NA	11	4	4	1	1	1.28	1	0.82	0.64	2015
2210	NA-MNY	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	NA	NA	NA	1	4	4	4	4	4	4	16	4	3	1	1	1.28	1	0.82	0.64	2015
2211	NA-MNY	Threat	11	Climate_change_and_severe_weather	11.3	Temperature_extremes	NA	NA	NA	1	4	4	4	4	4	4	16	4	3	1	1	1.28	1	0.82	0.64	2015
2212	NA-MNY	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	NA	NA	NA	1	4	3	4	2	2	2	13	3	4	1	2	1.28	1	0.82	0.64	2015
2213	NA-MNY	Threat	7	Natural_system_modifications	7.3	Other_ecosystem_modifications	NA	NA	NA	1	3	3	4	3	1	2	12	3	4	4	3	1.28	1	0.82	0.64	2015
2214	NA-MNY	Threat	7	Natural_system_modifications	7.3	Other_ecosystem_modifications	NA	NA	NA	1	2	3	4	1	2	2	11	3	2	1	4	1.28	1	0.82	0.64	2015
2215	NA-MNY	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	NA	NA	NA	1	3	3	3	2	1	2	11	3	1	2	4	1.28	1	0.82	0.64	2015
2216	NA-MNY	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	NA	NA	NA	1	4	3	2	1	1	1	10	2	1	1	5	1.28	1	0.82	0.64	2015
2217	NA-MNY	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	NA	NA	NA	1	3	2	1	1	2	2	8	2	1	1	6	1.28	1	0.82	0.64	2015
2218	NA-MNY	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	NA	NA	NA	1	3	2	1	3	1	2	8	2	1	1	6	1.28	1	0.82	0.64	2015
2219	NA-MNY	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	NA	NA	NA	1	3	2	1	1	2	2	8	2	2	1	6	1.28	1	0.82	0.64	2015
2220	NA-MNY	Threat	6	Human_intrusions_and_disturbance	6.3	Work_and_other_activities	NA	NA	NA	1	4	2	1	1	1	1	8	2	1	1	6	1.28	1	0.82	0.64	2015
2221	NA-MNY	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	NA	NA	NA	1	3	2	1	1	3	2	8	2	2	2	6	1.28	1	0.82	0.64	2015
2222	NA-MNY	Threat	6	Human_intrusions_and_disturbance	6.3	Work_and_other_activities	NA	NA	NA	1	3	2	1	1	3	2	8	2	2	2	6	1.28	1	0.82	0.64	2015
2223	NA-MNY	Threat	7	Natural_system_modifications	7.3	Other_ecosystem_modifications	NA	NA	NA	1	3	2	1	3	1	2	8	2	2	1	6	1.28	1	0.82	0.64	2015
2224	NA-MNY	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	NA	NA	NA	1	2	2	1	1	1	1	6	1	1	2	7	1.28	1	0.82	0.64	2015
2225	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2226	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2227	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2228	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2229	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2230	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2231	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2232	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2233	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2234	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2235	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2236	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2237	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2238	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2239	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2240	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2241	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2242	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2243	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2244	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2245	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2246	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2247	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2248	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2249	NA-MNY	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2250	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2251	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	1	2	1	NA	1.28	1	0.82	0.64	2015
2252	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2253	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	3	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2254	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2255	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	4	4	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2256	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2257	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	4	4	1	NA	NA	NA	1.28	1	0.82	0.64	2015
2258	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	1	1	1	1	4	4	4	7	1	2	1	9	1.28	1	0.82	0.64	2015
2259	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	2	3	1	1	1	1	7	1	2	1	9	1.28	1	0.82	0.64	2015
2260	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	1	1	1	2	2	7	1	2	1	9	1.28	1	0.82	0.64	2015
2261	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	1	3	1	1	2	1	2	7	1	2	1	9	1.28	1	0.82	0.64	2015
2262	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	1	1	1	1	4	4	4	7	1	2	1	9	1.28	1	0.82	0.64	2015
2263	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	3	1	1	1	2	2	7	1	1	1	9	1.28	1	0.82	0.64	2015
2264	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	3	2	1	1	2	2	8	2	2	1	8	1.28	1	0.82	0.64	2015
2265	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	2	1	1	3	2	8	2	2	1	8	1.28	1	0.82	0.64	2015
2266	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	1	3	1	3	2	3	8	2	2	1	8	1.28	1	0.82	0.64	2015
2267	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	1	3	1	3	3	3	8	2	2	1	8	1.28	1	0.82	0.64	2015
2268	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	2	2	1	3	3	3	8	2	2	1	8	1.28	1	0.82	0.64	2015
2269	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	2	2	1	3	2	3	8	2	2	1	8	1.28	1	0.82	0.64	2015
2270	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	NA	4	1	3	1	3	2	3	8	2	2	1	8	1.28	1	0.82	0.64	2015
2271	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	1	2	3	1	3	3	3	9	2	1	2	7	1.28	1	0.82	0.64	2015
2272	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	2	1	1	4	3	9	2	2	1	7	1.28	1	0.82	0.64	2015
2273	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	3	3	1	1	2	2	9	2	2	1	7	1.28	1	0.82	0.64	2015
2274	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	2	1	2	4	3	9	2	2	1	7	1.28	1	0.82	0.64	2015
2275	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	3	1	1	2	2	9	2	2	1	7	1.28	1	0.82	0.64	2015
2276	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	2	1	3	3	3	9	2	2	1	7	1.28	1	0.82	0.64	2015
2277	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	4	1	4	1	3	2	3	9	2	2	1	7	1.28	1	0.82	0.64	2015
2278	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	3	3	1	3	1	2	9	2	2	1	7	1.28	1	0.82	0.64	2015
2279	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	1	3	3	1	1	2	2	9	2	2	1	7	1.28	1	0.82	0.64	2015
2280	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	NA	3	1	3	2	3	2	3	9	2	2	1	7	1.28	1	0.82	0.64	2015
2281	NA-MNY	Factor	1	Demographic_factors	NA	NA	NA	NA	NA	1	3	3	2	3	1	2	10	2	2	2	6	1.28	1	0.82	0.64	2015
2282	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	4	3	2	1	4	4	4	10	2	2	1	6	1.28	1	0.82	0.64	2015
2283	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	3	1	3	2	3	10	2	2	1	6	1.28	1	0.82	0.64	2015
2284	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	1	3	4	3	1	2	10	2	2	1	6	1.28	1	0.82	0.64	2015
2285	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	2	1	4	3	4	10	2	2	1	6	1.28	1	0.82	0.64	2015
2286	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	2	3	3	1	2	2	10	2	2	1	6	1.28	1	0.82	0.64	2015
2287	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	1	4	3	1	2	3	3	11	3	1	1	5	1.28	1	0.82	0.64	2015
2288	NA-MNY	Factor	1	Demographic_factors	NA	NA	NA	NA	NA	1	1	3	4	3	3	3	11	3	2	2	5	1.28	1	0.82	0.64	2015
2289	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	4	3	1	3	2	3	11	3	2	1	5	1.28	1	0.82	0.64	2015
2290	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	1	3	4	3	2	3	11	3	2	1	5	1.28	1	0.82	0.64	2015
2291	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	3	1	4	3	4	11	3	2	1	5	1.28	1	0.82	0.64	2015
2292	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	1	3	2	3	1	4	3	11	3	1	1	5	1.28	1	0.82	0.64	2015
